feature_name1	feature_name2	evidence
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
CL1574_1_ov	CL1574_1_ov	name-based
sed7.1	p-sed7.1	name-based
umc1164	p-umc1164	name-based
CL1575_1_ov	CL1575_1_ov	name-based
5C04B07	p-5C04B07	name-based
5C01C06	p-5C01C06	name-based
5C01E01	p-5C01E01	name-based
5C01F05	p-5C01F05	name-based
5C05H02	p-5C05H02	name-based
5C06A01	p-5C06A01	name-based
CL947_1_ov	CL947_1_ov	name-based
pgm2	p-pgm2	name-based
pal	p-pal	name-based
nc007	p-nc007	name-based
phi024	p-phi024	name-based
CL1721_2_ov	CL1721_2_ov	name-based
CL1721_2_ov	CL1721_2_ov	name-based
CL1721_2_ov	CL1721_2_ov	name-based
CL2004_1_ov	CL2004_1_ov	name-based
CL1575_1_ov	CL1575_1_ov	name-based
CL1575_1_ov	CL1575_1_ov	name-based
npi386	p-npi386	name-based
npi386	p-npi386	name-based
umc1067	p-umc1067	name-based
2C02H02	p-2C02H02	name-based
ucsd61	p-ucsd61	name-based
ucsd61 b	p-ucsd61 b	name-based
ucsd61	p-ucsd61	name-based
ucsd61 b	p-ucsd61 b	name-based
ucsdky78	p-ucsdky78	name-based
ucsdky78	p-ucsdky78	name-based
ucsd78 f	p-ucsd78 f	name-based
umc31	p-umc31	name-based
umc31	p-umc31	name-based
umc52	p-umc52	name-based
umc52	p-umc52	name-based
umc66	p-umc66	name-based
umc66	p-umc66	name-based
csu100	p-csu100	name-based
csu91	p-csu91	name-based
csu39	p-csu39	name-based
MCS1a	p-MCS1a	name-based
MCS1b	p-MCS1b	name-based
csu271	p-csu271	name-based
csu166	p-csu166	name-based
5C02A07	p-5C02A07	name-based
csu19	p-csu19	name-based
csu19	p-csu19	name-based
CL2004_1_ov	CL2004_1_ov	name-based
CL2004_1_ov	CL2004_1_ov	name-based
CL2004_1_ov	CL2004_1_ov	name-based
CL2004_1_ov	CL2004_1_ov	name-based
CL2004_1_ov	CL2004_1_ov	name-based
CL2004_1_ov	CL2004_1_ov	name-based
CL2004_1_ov	CL2004_1_ov	name-based
CL2004_1_ov	CL2004_1_ov	name-based
pBF266	p-pBF266	name-based
pBF267	p-pBF267	name-based
pBF267	p-pBF267	name-based
ZmCHI1	p-ZmCHI1	name-based
pMAH9	p-pMAH9	name-based
2C02B06	p-2C02B06	name-based
2C02H08	p-2C02H08	name-based
umc108	p-umc108	name-based
umc108	p-umc108	name-based
umc126	p-umc126	name-based
umc126	p-umc126	name-based
umc1019	p-umc1019	name-based
umc156	p-umc156	name-based
umc156	p-umc156	name-based
MCS1a	p-MCS1a	name-based
MCS1b	p-MCS1b	name-based
inv2	p-inv2	name-based
EMBL4-I120	p-EMBL4-I120	name-based
EMBL4-I20a	p-EMBL4-I20a	name-based
5C04A05	p-5C04A05	name-based
5C04D01	p-5C04D01	name-based
5C04D01	p-5C04D01	name-based
5C01A09	p-5C01A09	name-based
5C04G09	p-5C04G09	name-based
5C04G09	p-5C04G09	name-based
5C01A07	p-5C01A07	name-based
5C07G04	p-5C07G04	name-based
5C03C09	p-5C03C09	name-based
5C03B07	p-5C03B07	name-based
5C01H11	p-5C01H11	name-based
5C03G02	p-5C03G02	name-based
5C04B03	p-5C04B03	name-based
5C04B03	p-5C04B03	name-based
5C02D11	p-5C02D11	name-based
5C03B04	p-5C03B04	name-based
5C03B06	p-5C03B06	name-based
6C02E02	p-6C02E02	name-based
5C04C08	p-5C04C08	name-based
5C06D02	p-5C06D02	name-based
5C11E10	p-5C11E10	name-based
6C02E06	p-6C02E06	name-based
agrc94	p-agrc94	name-based
CYP71C1U	p-CYP71C1U	name-based
phi096	p-phi096	name-based
csu249	p-csu249	name-based
bnl5.24	p-bnl5.24	name-based
bnl5.24	p-bnl5.24	name-based
pMR15	p-pMR15	name-based
npi409	p-npi409	name-based
npi409	p-npi409	name-based
php10017	p-php10017	name-based
php10017	p-php10017	name-based
pOR1	p-pOR1	name-based
2C01F03	p-2C01F03	name-based
ucsd72	p-ucsd72	name-based
ucsd72g	p-ucsd72g	name-based
umc107	p-umc107	name-based
umc107	p-umc107	name-based
umc90	p-umc90	name-based
umc90	p-umc90	name-based
csu33	p-csu33	name-based
csu26	p-csu26	name-based
csu26	p-csu26	name-based
5C03H09	p-5C03H09	name-based
csu10	p-csu10	name-based
csu10	p-csu10	name-based
5C01B12	p-5C01B12	name-based
5C04B11	p-5C04B11	name-based
5C04B11	p-5C04B11	name-based
6C03A07	p-6C03A07	name-based
5C03H11	p-5C03H11	name-based
5C04E09	p-5C04E09	name-based
5C04E09	p-5C04E09	name-based
6C02D05	p-6C02D05	name-based
5C04E05	p-5C04E05	name-based
5C04E05	p-5C04E05	name-based
5C07D08	p-5C07D08	name-based
5C07F11	p-5C07F11	name-based
5C04H04	p-5C04H04	name-based
5C04H04	p-5C04H04	name-based
6C02C04	p-6C02C04	name-based
5C02C04	p-5C02C04	name-based
csu149	p-csu149	name-based
EMBL4-I5a	p-EMBL4-I5a	name-based
EMBL4-I5a	p-EMBL4-I5a	name-based
G23A-06	p-G23A-06	name-based
G23A-06	p-G23A-06	name-based
2C01F04	p-2C01F04	name-based
ucsd72	p-ucsd72	name-based
ucsdky78	p-ucsdky78	name-based
ucsdky78	p-ucsdky78	name-based
pcPOG1	p-pcPOG1	name-based
umc38	p-umc38	name-based
umc38	p-umc38	name-based
6C02A09	p-6C02A09	name-based
6C02A09	p-6C02A09	name-based
EMBL4-I20a	p-EMBL4-I20a	name-based
nc009	p-nc009	name-based
nc010	p-nc010	name-based
phi031	p-phi031	name-based
umc1014	p-umc1014	name-based
CL1906_1_ov	CL1906_1_ov	name-based
CL1906_1_ov	CL1906_1_ov	name-based
csu155	p-csu155	name-based
csu155	p-csu155	name-based
5C04B02	p-5C04B02	name-based
5C04B02	p-5C04B02	name-based
csu314	p-csu314	name-based
umc173	p-umc173	name-based
umc173	p-umc173	name-based
umc59	p-umc59	name-based
umc59	p-umc59	name-based
umc65	p-umc65	name-based
umc65	p-umc65	name-based
umc85	p-umc85	name-based
umc85	p-umc85	name-based
csu146	p-csu146	name-based
MCS1a	p-MCS1a	name-based
MCS1b	p-MCS1b	name-based
silky1	p-silky1	name-based
phi070	p-phi070	name-based
umc1063	p-umc1063	name-based
csu262	p-csu262	name-based
phi077	p-phi077	name-based
bcd98	p-bcd98	name-based
bcd98	p-bcd98	name-based
umc173	p-umc173	name-based
C4PPDK	p-C4PPDK	name-based
C4PPDK	p-C4PPDK	name-based
nc012	p-nc012	name-based
pAS11	p-pAS11	name-based
phi025	p-phi025	name-based
phi078	p-phi078	name-based
phi081	p-phi081	name-based
csu540	p-csu540	name-based
csu764	p-csu764	name-based
pBF266	p-pBF266	name-based
2C01C05	p-2C01C05	name-based
2C02A04	p-2C02A04	name-based
umc132	p-umc132	name-based
umc132	p-umc132	name-based
umc21	p-umc21	name-based
6C02F11	p-6C02F11	name-based
6C02F11	p-6C02F11	name-based
5C02A05	p-5C02A05	name-based
5C04E07	p-5C04E07	name-based
5C04E07	p-5C04E07	name-based
5C04C05	p-5C04C05	name-based
5C05H04	p-5C05H04	name-based
5C05H04	p-5C05H04	name-based
5C02F11	p-5C02F11	name-based
5C02A02	p-5C02A02	name-based
5C02A03	p-5C02A03	name-based
5C04E12	p-5C04E12	name-based
5C04G06	p-5C04G06	name-based
5C04H09	p-5C04H09	name-based
umc21	p-umc21	name-based
EMBL4-I20a	p-EMBL4-I20a	name-based
5C04C04	p-5C04C04	name-based
5C04C04	p-5C04C04	name-based
5C04G11	p-5C04G11	name-based
5C04G11	p-5C04G11	name-based
5C04G11	p-5C04G11	name-based
5C04G11	p-5C04G11	name-based
phi057	p-phi057	name-based
phi112	p-phi112	name-based
umc1066	p-umc1066	name-based
CL2143_1_ov	CL2143_1_ov	name-based
CL2143_1_ov	CL2143_1_ov	name-based
CL2143_1_ov	CL2143_1_ov	name-based
CL2143_1_ov	CL2143_1_ov	name-based
5C04H09	p-5C04H09	name-based
5C04A12	p-5C04A12	name-based
5C04A12	p-5C04A12	name-based
5C09B11	p-5C09B11	name-based
cdo580	p-cdo580	name-based
cdo580	p-cdo580	name-based
CL2005_1_ov	CL2005_1_ov	name-based
CL2005_1_ov	CL2005_1_ov	name-based
CL2005_1_ov	CL2005_1_ov	name-based
umc1213	p-umc1213	name-based
pOR1	p-pOR1	name-based
2C02B04	p-2C02B04	name-based
ucsd106	p-ucsd106	name-based
umc5	p-umc5	name-based
umc5	p-umc5	name-based
pBF266	p-pBF266	name-based
umc168	p-umc168	name-based
umc168	p-umc168	name-based
5C04C07	p-5C04C07	name-based
5C04C07	p-5C04C07	name-based
5C08D03	p-5C08D03	name-based
phi114	p-phi114	name-based
MCS1a	p-MCS1a	name-based
MCS1b	p-MCS1b	name-based
BRACE 9-60	p-BRACE 9-60	name-based
5C04D03	p-5C04D03	name-based
phi115	p-phi115	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
php20581	p-php20581	name-based
php20581	p-php20581	name-based
csu11	p-csu11	name-based
csu11	p-csu11	name-based
6C06B11	p-6C06B11	name-based
phi034	p-phi034	name-based
5C03E11	p-5C03E11	name-based
5C04E11	p-5C04E11	name-based
6C02C08	p-6C02C08	name-based
6C02E11	p-6C02E11	name-based
6C02E12	p-6C02E12	name-based
6C02F11	p-6C02F11	name-based
MZDS	p-MZDS	name-based
2C01H10	p-2C01H10	name-based
6C02G05	p-6C02G05	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
CL1968_1_ov	CL1968_1_ov	name-based
5C04F01	p-5C04F01	name-based
5C04F01	p-5C04F01	name-based
5C07A12	p-5C07A12	name-based
phi014	p-phi014	name-based
phi014	p-phi014	name-based
phi060	p-phi060	name-based
phi060	p-phi060	name-based
ZmcRIP-3	p-ZmcRIP-3	name-based
ZmcRIP-9	p-ZmcRIP-9	name-based
umc1202	p-umc1202	name-based
CL1124_1_ov	CL1124_1_ov	name-based
CL1124_1_ov	CL1124_1_ov	name-based
CL1124_1_ov	CL1124_1_ov	name-based
CL1124_1_ov	CL1124_1_ov	name-based
CL1124_1_ov	CL1124_1_ov	name-based
CL1124_1_ov	CL1124_1_ov	name-based
CL1124_1_ov	CL1124_1_ov	name-based
csu155	p-csu155	name-based
csu155	p-csu155	name-based
5C04A04	p-5C04A04	name-based
5C04B02	p-5C04B02	name-based
5C04B02	p-5C04B02	name-based
5C04D04	p-5C04D04	name-based
5C04G07	p-5C04G07	name-based
5C04G07	p-5C04G07	name-based
5C07E01	p-5C07E01	name-based
C4PPDK	p-C4PPDK	name-based
Zmhox1.1	p-Zmhox1.1	name-based
YAC hox1 TRAP	YAC hox1 TRAP	name-based
umc1309	p-umc1309	name-based
umc1343	p-umc1343	name-based
CL1479_1_ov	CL1479_1_ov	name-based
CL1479_1_ov	CL1479_1_ov	name-based
npi414	p-npi414	name-based
npi414	p-npi414	name-based
2C01F03	p-2C01F03	name-based
2C02B02	p-2C02B02	name-based
ucsd61	p-ucsd61	name-based
ucsdky78	p-ucsdky78	name-based
ucsdky78	p-ucsdky78	name-based
BRACE 9-1	p-BRACE 9-1	name-based
BRACE 9-1	p-BRACE 9-1	name-based
C4PPDK	p-C4PPDK	name-based
pAS11	p-pAS11	name-based
csu764	p-csu764	name-based
CL2428_1_ov	CL2428_1_ov	name-based
CL2428_1_ov	CL2428_1_ov	name-based
pBF266	p-pBF266	name-based
bnl7.08	p-bnl7.08	name-based
bnl7.08	p-bnl7.08	name-based
bnl9.11	p-bnl9.11	name-based
bnl9.11	p-bnl9.11	name-based
G10F-01	p-G10F-01	name-based
G10F-01	p-G10F-01	name-based
npi268	p-npi268	name-based
npi268	p-npi268	name-based
phi015	p-phi015	name-based
EMBL4-I5a	p-EMBL4-I5a	name-based
EMBL4-I5a	p-EMBL4-I5a	name-based
pcPOG1	p-pcPOG1	name-based
umc32	p-umc32	name-based
umc32	p-umc32	name-based
umc53	p-umc53	name-based
umc53	p-umc53	name-based
csu31	p-csu31	name-based
csu31	p-csu31	name-based
csu29	p-csu29	name-based
bcd98	p-bcd98	name-based
bcd98	p-bcd98	name-based
bcd98	p-bcd98	name-based
bcd98	p-bcd98	name-based
cdo580	p-cdo580	name-based
cdo580	p-cdo580	name-based
6C02F11	p-6C02F11	name-based
5C04E07	p-5C04E07	name-based
5C04E07	p-5C04E07	name-based
5C04C05	p-5C04C05	name-based
5C02D01	p-5C02D01	name-based
5C02A07	p-5C02A07	name-based
5C05H04	p-5C05H04	name-based
csu96	p-csu96	name-based
5C01C05	p-5C01C05	name-based
csu163	p-csu163	name-based
phi017	p-phi017	name-based
CL2075_1_ov	CL2075_1_ov	name-based
CL2075_1_ov	CL2075_1_ov	name-based
phi080	p-phi080	name-based
phi080	p-phi080	name-based
umc1069	p-umc1069	name-based
pMON95[10,11,12]	p-pMON95[10,11,12]	name-based
EMBL4-I5a	p-EMBL4-I5a	name-based
EMBL4-I5a	p-EMBL4-I5a	name-based
EMBL4-I5a	p-EMBL4-I5a	name-based
EMBL4-I5a	p-EMBL4-I5a	name-based
EMBL4-I5a	p-EMBL4-I5a	name-based
EMBL4-I5a	p-EMBL4-I5a	name-based
MCS1a	p-MCS1a	name-based
MCS1b	p-MCS1b	name-based
BRACE 9-37	p-BRACE 9-37	name-based
BRACE 9-22	p-BRACE 9-22	name-based
5C04C04	p-5C04C04	name-based
5C04C04	p-5C04C04	name-based
CL2075_1_ov	CL2075_1_ov	name-based
CL2075_1_ov	CL2075_1_ov	name-based
CL2075_1_ov	CL2075_1_ov	name-based
siU32579_ov	siU32579_ov	name-based
5C04A07	p-5C04A07	name-based
5C04A07	p-5C04A07	name-based
phi028	p-phi028	name-based
phi033	p-phi033	name-based
phi044	p-phi044	name-based
phi022	p-phi022	name-based
phi027	p-phi027	name-based
phi061	p-phi061	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
CL1198_1_ov	CL1198_1_ov	name-based
ZmHox2b	p-ZmHox2b	name-based
EMBL4-I5a	p-EMBL4-I5a	name-based
EMBL4-I5a	p-EMBL4-I5a	name-based
php20075	p-php20075	name-based
php20075	p-php20075	name-based
phi016	p-phi016	name-based
phi032	p-phi032	name-based
phi042	p-phi042	name-based
2C03G04	p-2C03G04	name-based
2C03G04	p-2C03G04	name-based
ucsd61	p-ucsd61	name-based
ucsd61	p-ucsd61	name-based
ucsd61 b	p-ucsd61 b	name-based
umc95	p-umc95	name-based
umc95	p-umc95	name-based
csu95	p-csu95	name-based
CL2557_1_ov	CL2557_1_ov	name-based
CL2557_1_ov	CL2557_1_ov	name-based
CL2557_1_ov	CL2557_1_ov	name-based
CL2557_1_ov	CL2557_1_ov	name-based
CL2557_1_ov	CL2557_1_ov	name-based
CL2557_1_ov	CL2557_1_ov	name-based
CL2557_1_ov	CL2557_1_ov	name-based
CL2557_1_ov	CL2557_1_ov	name-based
CL2557_1_ov	CL2557_1_ov	name-based
CL2557_1_ov	CL2557_1_ov	name-based
6C02G11	p-6C02G11	name-based
5C02A05	p-5C02A05	name-based
6C02E07	p-6C02E07	name-based
YAC334B7(adh1)	YAC334B7(adh1)	name-based
rgp c496	p-rgp c496	name-based
rgp c496	p-rgp c496	name-based
umc1726	p-umc1726	name-based
An1	p-An1	name-based
siU14599_ov	siU14599_ov	name-based
HM1	p-HM1	name-based
csu77	p-csu77	name-based
csu198	p-csu198	name-based
csu182	p-csu182	name-based
tua1	p-tua1	name-based
tua2	p-tua2	name-based
tub1	p-tub1	name-based
phi056	p-phi056	name-based
phi097	p-phi097	name-based
CL2355_1_ov	CL2355_1_ov	name-based
rz421	p-rz421	name-based
rz421	p-rz421	name-based
rz500	p-rz500	name-based
rz500	p-rz500	name-based
rz672	p-rz672	name-based
rz672	p-rz672	name-based
umc67	p-umc67	name-based
umc67	p-umc67	name-based
umc76	p-umc76	name-based
umc76	p-umc76	name-based
csu266	p-csu266	name-based
csu320	p-csu320	name-based
bcd98	p-bcd98	name-based
bcd98	p-bcd98	name-based
5C04D01	p-5C04D01	name-based
CL2355_1_ov	CL2355_1_ov	name-based
CL2355_1_ov	CL2355_1_ov	name-based
CL2355_1_ov	CL2355_1_ov	name-based
CL2355_1_ov	CL2355_1_ov	name-based
CL2355_1_ov	CL2355_1_ov	name-based
CL2355_1_ov	CL2355_1_ov	name-based
CL2355_1_ov	CL2355_1_ov	name-based
CL2355_1_ov	CL2355_1_ov	name-based
phi011	p-phi011	name-based
phi055	p-phi055	name-based
phi094	p-phi094	name-based
pcGlb1S	p-pcGlb1S	name-based
phi095	p-phi095	name-based
bnl6.32	p-bnl6.32	name-based
bnl6.32	p-bnl6.32	name-based
bcd1072	p-bcd1072	name-based
5C04D01	p-5C04D01	name-based
csu941	p-csu941	name-based
csu63	p-csu63	name-based
csu175	p-csu175	name-based
csu194	p-csu194	name-based
csu200	p-csu200	name-based
csu272	p-csu272	name-based
csu399	p-csu399	name-based
csu179	p-csu179	name-based
csu181	p-csu181	name-based
5C01D03	p-5C01D03	name-based
5C01D03	p-5C01D03	name-based
CL1911_3_ov	CL1911_3_ov	name-based
CL1911_3_ov	CL1911_3_ov	name-based
bcd1072	p-bcd1072	name-based
bcd207	p-bcd207	name-based
bcd207	p-bcd207	name-based
bcd386	p-bcd386	name-based
bcd386	p-bcd386	name-based
cdo122	p-cdo122	name-based
cdo122	p-cdo122	name-based
cdo344	p-cdo344	name-based
cdo344	p-cdo344	name-based
cdo457	p-cdo457	name-based
cdo457	p-cdo457	name-based
cdo795	p-cdo795	name-based
cdo795	p-cdo795	name-based
umc128	p-umc128	name-based
umc128	p-umc128	name-based
umc1013	p-umc1013	name-based
umc157	p-umc157	name-based
umc157	p-umc157	name-based
ZmCHI1	p-ZmCHI1	name-based
php20644	p-php20644	name-based
php20644	p-php20644	name-based
csu12	p-csu12	name-based
csu164	p-csu164	name-based
std687050C09	p-std687050C09	name-based
umc1512	p-umc1512	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1911_3_ov	CL1911_3_ov	name-based
CL1911_3_ov	CL1911_3_ov	name-based
CL1911_3_ov	CL1911_3_ov	name-based
CL1911_3_ov	CL1911_3_ov	name-based
CL1911_3_ov	CL1911_3_ov	name-based
CL1911_3_ov	CL1911_3_ov	name-based
csu1114	p-csu1114	name-based
csu738	p-csu738	name-based
iaglu	p-iaglu	name-based
csu452	p-csu452	name-based
cdo507	p-cdo507	name-based
cdo507	p-cdo507	name-based
cdo87	p-cdo87	name-based
cdo87	p-cdo87	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
CL1808_1_ov	CL1808_1_ov	name-based
csu110	p-csu110	name-based
umc107	p-umc107	name-based
umc107	p-umc107	name-based
csu134	p-csu134	name-based
csu134	p-csu134	name-based
p850	p-p850	name-based
csu1007	p-csu1007	name-based
csu1041	p-csu1041	name-based
csu570	p-csu570	name-based
csu574	p-csu574	name-based
csu580	p-csu580	name-based
csu590	p-csu590	name-based
csu604	p-csu604	name-based
csu614	p-csu614	name-based
csu632	p-csu632	name-based
csu649	p-csu649	name-based
csu660	p-csu660	name-based
csu663	p-csu663	name-based
umc161	p-umc161	name-based
umc161	p-umc161	name-based
MCS1a	p-MCS1a	name-based
MCS1b	p-MCS1b	name-based
2C06C11	p-2C06C11	name-based
5C02F11	p-5C02F11	name-based
5C05D12	p-5C05D12	name-based
5C02F05	p-5C02F05	name-based
5C02H10	p-5C02H10	name-based
5C04D09	p-5C04D09	name-based
5C04D09	p-5C04D09	name-based
csu3	p-csu3	name-based
csu3	p-csu3	name-based
csu92	p-csu92	name-based
csu381	p-csu381	name-based
asg45	p-asg45	name-based
asg45	p-asg45	name-based
asg62	p-asg62	name-based
asg62	p-asg62	name-based
csu21	p-csu21	name-based
csu33	p-csu33	name-based
CH2B1	p-CH2B1	name-based
umc1218	p-umc1218	name-based
5C05D07	p-5C05D07	name-based
csu793	p-csu793	name-based
csu805	p-csu805	name-based
csu822	p-csu822	name-based
csu887	p-csu887	name-based
csu896	p-csu896	name-based
csu214	p-csu214	name-based
csu215	p-csu215	name-based
csu675	p-csu675	name-based
csu680	p-csu680	name-based
csu680	p-csu680	name-based
csu694	p-csu694	name-based
csu710	p-csu710	name-based
csu710	p-csu710	name-based
csu921	p-csu921	name-based
csu921	p-csu921	name-based
csu924	p-csu924	name-based
csu982	p-csu982	name-based
csu653	p-csu653	name-based
rgp c1122	p-rgp c1122	name-based
rgp c1122	p-rgp c1122	name-based
csu222	p-csu222	name-based
csu254	p-csu254	name-based
csu256	p-csu256	name-based
csu261	p-csu261	name-based
csu263	p-csu263	name-based
csu323	p-csu323	name-based
csu389	p-csu389	name-based
csu954	p-csu954	name-based
csu542	p-csu542	name-based
MZ2-12	p-MZ2-12	name-based
6C02F07	p-6C02F07	name-based
csu576	p-csu576	name-based
csu608	p-csu608	name-based
csu691	p-csu691	name-based
csu696	p-csu696	name-based
rgp c198	p-rgp c198	name-based
rgp c198	p-rgp c198	name-based
rgp c316	p-rgp c316	name-based
rgp c316	p-rgp c316	name-based
rgp c361	p-rgp c361	name-based
rgp c361	p-rgp c361	name-based
rgp c385	p-rgp c385	name-based
rgp c746	p-rgp c746	name-based
rgp c746	p-rgp c746	name-based
7C01F01	p-7C01F01	name-based
HM1	p-HM1	name-based
phi062	p-phi062	name-based
CL1988_1_ov	CL1988_1_ov	name-based
CL1988_1_ov	CL1988_1_ov	name-based
CL1988_1_ov	CL1988_1_ov	name-based
CL1988_1_ov	CL1988_1_ov	name-based
CL1988_1_ov	CL1988_1_ov	name-based
CL1988_1_ov	CL1988_1_ov	name-based
CL1988_1_ov	CL1988_1_ov	name-based
CL1988_1_ov	CL1988_1_ov	name-based
CL1988_1_ov	CL1988_1_ov	name-based
CL1988_1_ov	CL1988_1_ov	name-based
CL1988_1_ov	CL1988_1_ov	name-based
CL1988_1_ov	CL1988_1_ov	name-based
CL1988_1_ov	CL1988_1_ov	name-based
CL1988_1_ov	CL1988_1_ov	name-based
CL1988_1_ov	CL1988_1_ov	name-based
umc44	p-umc44	name-based
bcd450	p-bcd450	name-based
bcd450	p-bcd450	name-based
bcd450	p-bcd450	name-based
bcd450	p-bcd450	name-based
bcd450	p-bcd450	name-based
bcd450	p-bcd450	name-based
csu238	p-csu238	name-based
csu392	p-csu392	name-based
csu454	p-csu454	name-based
csu503	p-csu503	name-based
csu505	p-csu505	name-based
csu536	p-csu536	name-based
csu554	p-csu554	name-based
csu737	p-csu737	name-based
csu745	p-csu745	name-based
csu745	p-csu745	name-based
csu804	p-csu804	name-based
csu814	p-csu814	name-based
csu859	p-csu859	name-based
csu860	p-csu860	name-based
csu865	p-csu865	name-based
csu868	p-csu868	name-based
csu881	p-csu881	name-based
csu899	p-csu899	name-based
rgp r250	p-rgp r250	name-based
rgp r250	p-rgp r250	name-based
rgp r3239	p-rgp r3239	name-based
rgp r3239	p-rgp r3239	name-based
umc44	p-umc44	name-based
umc64	p-umc64	name-based
umc64	p-umc64	name-based
csu48	p-csu48	name-based
csu48	p-csu48	name-based
csu48	p-csu48	name-based
csu6	p-csu6	name-based
csu6	p-csu6	name-based
csu217	p-csu217	name-based
MCS1a	p-MCS1a	name-based
MCS1b	p-MCS1b	name-based
inv1	p-inv1	name-based
csu825	p-csu825	name-based
std687001E01	p-std687001E01	name-based
std687001E01	p-std687001E01	name-based
umc1576	p-umc1576	name-based
csu948	p-csu948	name-based
csu969	p-csu969	name-based
csu250	p-csu250	name-based
pAS13	p-pAS13	name-based
csu1050	p-csu1050	name-based
